zip_code,latitude,longitude,distance,duration
20785,38.92274,-76.887691,14.4 mi,24 mins
20794,39.143627,-76.789329,30.1 mi,39 mins
20812,38.968422,-77.14235,14.6 mi,21 mins
20814,39.004804,-77.102477,18.9 mi,27 mins
20815,38.984212,-77.079106,21.9 mi,29 mins
20816,38.95397,-77.135482,9.4 mi,13 mins
20817,39.003314,-77.159528,15.0 mi,20 mins
20818,38.977042,-77.162837,14.6 mi,20 mins
20832,39.151068,-77.071944,34.5 mi,40 mins
20833,39.220929999999996,-77.056079,39.8 mi,50 mins
20837,39.116546,-77.414994,32.6 mi,47 mins
20838,39.233514,-77.350981,41.1 mi,47 mins
20839,39.182332,-77.42029,35.2 mi,50 mins
20841,39.18744,-77.315062,32.3 mi,41 mins
20842,39.199872,-77.42055,45.8 mi,54 mins
20850,39.08916,-77.190884,22.6 mi,27 mins
20851,39.078247999999995,-77.123786,22.5 mi,31 mins
20852,39.052614,-77.123153,21.6 mi,28 mins
20853,39.107240000000004,-77.098906,25.3 mi,37 mins
20854,39.024784,-77.246553,20.1 mi,33 mins
20855,39.14107,-77.138008,29.6 mi,37 mins
20860,39.149912,-77.029668,35.8 mi,43 mins
20861,39.149122,-76.99134,34.7 mi,49 mins
20862,39.180483,-77.014389,39.3 mi,50 mins
20866,39.106428,-76.92518,29.0 mi,38 mins
20868,39.122434,-76.969072,33.0 mi,44 mins
20871,39.265621,-77.286327,36.1 mi,41 mins
20872,39.292426,-77.222289,39.0 mi,47 mins
20874,39.139475,-77.288029,31.8 mi,42 mins
20876,39.209011,-77.237202,32.7 mi,38 mins
20877,39.139295000000004,-77.180452,27.3 mi,33 mins
20878,39.111862,-77.245232,25.9 mi,34 mins
20879,39.176351,-77.183173,29.7 mi,40 mins
20882,39.229095,-77.142379,35.2 mi,46 mins
20886,39.175138000000004,-77.186775,29.5 mi,38 mins
20895,39.02667,-77.081017,21.1 mi,27 mins
20901,39.024904,-77.008287,24.5 mi,30 mins
20902,39.04107,-77.045049,24.4 mi,32 mins
20903,39.014074,-76.982265,22.7 mi,31 mins
20904,39.061229,-76.978879,28.1 mi,36 mins
20905,39.111816,-76.99355,31.2 mi,42 mins
20906,39.08528,-77.058949,26.6 mi,40 mins
20910,39.00335,-77.035444,23.2 mi,29 mins
20912,38.982635,-77.003887,11.9 mi,32 mins
21001,39.498258,-76.198885,72.2 mi,1 hour 23 mins
21005,39.436746,-76.15742,78.8 mi,1 hour 34 mins
21009,39.473352,-76.287036,67.0 mi,1 hour 16 mins
21010,39.367349,-76.295893,69.9 mi,1 hour 25 mins
21012,39.043002,-76.49421,40.2 mi,47 mins
21013,39.515905,-76.483446,66.1 mi,1 hour 23 mins
21014,39.538191999999995,-76.352622,70.8 mi,1 hour 21 mins
21015,39.54745,-76.294404,74.6 mi,1 hour 24 mins
21017,39.475271,-76.237342,69.5 mi,1 hour 17 mins
21028,39.566944,-76.236252,75.0 mi,1 hour 24 mins
21029,39.203744,-76.951126,38.9 mi,46 mins
21030,39.491855,-76.664958,63.6 mi,1 hour 10 mins
21032,39.029961,-76.607438,36.2 mi,46 mins
21034,39.647942,-76.214459,85.5 mi,1 hour 33 mins
21035,38.936788,-76.642206,29.3 mi,35 mins
21036,39.235848,-77.008132,43.0 mi,52 mins
21037,38.922855,-76.544119,36.9 mi,50 mins
21040,39.432812,-76.292424,68.0 mi,1 hour 17 mins
21042,39.276697999999996,-76.899406,44.4 mi,55 mins
21043,39.256902000000004,-76.791739,40.2 mi,52 mins
21044,39.20442,-76.881353,37.1 mi,45 mins
21045,39.207766,-76.82643,38.1 mi,45 mins
21046,39.175036,-76.837241,34.1 mi,43 mins
21047,39.533239,-76.439024,71.3 mi,1 hour 23 mins
21048,39.491572999999995,-76.911391,63.5 mi,1 hour 11 mins
21050,39.583839,-76.396006,73.7 mi,1 hour 27 mins
21051,39.477957,-76.452808,63.9 mi,1 hour 18 mins
21053,39.683556,-76.717436,77.9 mi,1 hour 23 mins
21054,39.025663,-76.665275,30.3 mi,41 mins
21057,39.448318,-76.501341,61.3 mi,1 hour 13 mins
21060,39.17281,-76.576408,44.7 mi,54 mins
21061,39.162631,-76.63987,38.9 mi,46 mins
21074,39.61417,-76.852612,69.7 mi,1 hour 19 mins
21075,39.200371000000004,-76.747374,35.1 mi,43 mins
21076,39.172474,-76.723683,32.8 mi,43 mins
21077,39.157552,-76.701696,34.1 mi,42 mins
21078,39.556304,-76.15074,79.5 mi,1 hour 25 mins
21082,39.476382,-76.471889,63.7 mi,1 hour 19 mins
21084,39.613714,-76.457303,76.7 mi,1 hour 32 mins
21085,39.447408,-76.352666,62.5 mi,1 hour 8 mins
21087,39.447357000000004,-76.418264,62.0 mi,1 hour 13 mins
21090,39.206336,-76.668646,39.8 mi,48 mins
21093,39.437602,-76.638678,58.0 mi,1 hour 3 mins
21102,39.679702,-76.83906,74.9 mi,1 hour 26 mins
21104,39.342940999999996,-76.904758,49.7 mi,57 mins
21108,39.08437,-76.615686,34.8 mi,46 mins
21111,39.575664,-76.593727,73.2 mi,1 hour 24 mins
21113,39.051135,-76.714561,33.7 mi,47 mins
21114,39.010306,-76.683177,28.4 mi,37 mins
21117,39.430536,-76.794319,55.9 mi,1 hour 3 mins
21120,39.647549,-76.679603,76.1 mi,1 hour 22 mins
21122,39.125329,-76.512115,46.2 mi,54 mins
21128,39.406616,-76.443482,57.5 mi,1 hour 8 mins
21131,39.499744,-76.572318,65.7 mi,1 hour 14 mins
21132,39.693214,-76.418042,83.2 mi,1 hour 40 mins
21133,39.375202,-76.813802,52.0 mi,1 hour 4 mins
21136,39.485704,-76.798994,60.9 mi,1 hour 8 mins
21140,38.949847999999996,-76.587055,32.1 mi,41 mins
21144,39.120234,-76.68665,34.8 mi,42 mins
21146,39.074218,-76.56524,37.9 mi,51 mins
21152,39.548284,-76.685072,67.3 mi,1 hour 11 mins
21154,39.647281,-76.377497,78.4 mi,1 hour 35 mins
21155,39.569161,-76.805438,68.1 mi,1 hour 19 mins
21156,39.436358,-76.389686,62.0 mi,1 hour 14 mins
21157,39.555281,-76.990516,69.9 mi,1 hour 19 mins
21158,39.635490000000004,-77.025642,75.7 mi,1 hour 28 mins
21160,39.699355,-76.316881,85.2 mi,1 hour 37 mins
21161,39.660394000000004,-76.575423,80.6 mi,1 hour 28 mins
21162,39.390266,-76.399022,58.8 mi,1 hour 7 mins
21163,39.339327000000004,-76.85797,49.3 mi,1 hour 1 min
21201,39.295392,-76.623935,42.9 mi,53 mins
21202,39.295823999999996,-76.607773,44.2 mi,59 mins
21204,39.401942,-76.632844,58.4 mi,1 hour 5 mins
21205,39.303683,-76.56496,49.5 mi,1 hour 1 min
21206,39.334608,-76.53652,50.4 mi,1 hour 2 mins
21207,39.324836,-76.714952,48.1 mi,58 mins
21208,39.382375,-76.725876,51.5 mi,59 mins
21209,39.366521999999996,-76.669726,56.1 mi,1 hour 5 mins
21210,39.356952,-76.635409,50.1 mi,1 hour 8 mins
21211,39.328176,-76.638512,47.4 mi,1 hour 3 mins
21212,39.365097999999996,-76.619574,51.5 mi,1 hour 9 mins
21213,39.318032,-76.575253,49.2 mi,1 hour 0 mins
21214,39.350375,-76.562924,51.9 mi,1 hour 6 mins
21215,39.343076,-76.684788,52.0 mi,1 hour 4 mins
21216,39.310815999999996,-76.674222,43.9 mi,56 mins
21217,39.30754,-76.637621,44.3 mi,57 mins
21218,39.328596,-76.600322,46.5 mi,1 hour 5 mins
21219,39.227995,-76.422762,52.4 mi,1 hour 2 mins
21220,39.340232,-76.40195,58.9 mi,1 hour 9 mins
21221,39.294631,-76.435738,57.8 mi,1 hour 6 mins
21222,39.257661999999996,-76.495098,50.9 mi,59 mins
21223,39.281256,-76.651431,42.3 mi,51 mins
21224,39.278452,-76.534232,47.9 mi,56 mins
21225,39.229842,-76.615968,40.5 mi,49 mins
21226,39.20697,-76.561976,43.4 mi,50 mins
21227,39.241163,-76.671835,39.3 mi,46 mins
21228,39.267542,-76.74459,40.3 mi,48 mins
21229,39.280964000000004,-76.693617,41.0 mi,52 mins
21230,39.264256,-76.621678,42.9 mi,52 mins
21231,39.287896,-76.592319,44.2 mi,1 hour 0 mins
21234,39.391936,-76.529468,55.4 mi,1 hour 3 mins
21236,39.389278,-76.488265,55.7 mi,1 hour 6 mins
21237,39.339096,-76.495039,52.6 mi,1 hour 1 min
21239,39.362666,-76.587313,53.3 mi,1 hour 10 mins
21244,39.333482000000004,-76.784446,48.4 mi,59 mins
21286,39.414596,-76.571826,60.6 mi,1 hour 6 mins
21401,38.99339,-76.546985,34.0 mi,42 mins
21402,38.98627,-76.474806,40.3 mi,49 mins
21403,38.941478000000004,-76.491481,37.8 mi,46 mins
21409,39.019922,-76.454498,39.8 mi,47 mins
21502,39.629407,-78.76594,138 mi,2 hours 12 mins
21520,39.638996,-79.301697,172 mi,2 hours 43 mins
21521,39.568408,-79.059058,159 mi,2 hours 40 mins
21523,39.509445,-79.103827,164 mi,2 hours 46 mins
21530,39.679404999999996,-78.522038,124 mi,2 hours 4 mins
21531,39.638565,-79.398148,178 mi,2 hours 48 mins
21532,39.640752,-78.945642,147 mi,2 hours 19 mins
21536,39.630844,-79.188216,166 mi,2 hours 39 mins
21538,39.400758,-79.220752,170 mi,2 hours 57 mins
21539,39.598862,-79.010962,155 mi,2 hours 33 mins
21540,39.476265,-79.061021,161 mi,2 hours 39 mins
21541,39.547641,-79.3763,181 mi,2 hours 59 mins
21545,39.69182,-78.861986,145 mi,2 hours 22 mins
21550,39.37935,-79.360037,172 mi,2 hours 55 mins
21555,39.592346,-78.561232,135 mi,2 hours 20 mins
21557,39.510054,-78.92169,150 mi,2 hours 27 mins
21561,39.493401,-79.197903,177 mi,2 hours 55 mins
21562,39.485403999999996,-79.017013,162 mi,2 hours 43 mins
21601,38.791663,-76.047992,73.9 mi,1 hour 20 mins
21607,39.133066,-75.847242,79.8 mi,1 hour 27 mins
21610,39.357176,-76.06592,96.0 mi,1 hour 45 mins
21612,38.756357,-76.272812,90.6 mi,1 hour 45 mins
21613,38.475362,-76.102234,98.0 mi,1 hour 51 mins
21617,39.057357,-76.024902,69.1 mi,1 hour 15 mins
21619,38.949606,-76.277483,51.8 mi,58 mins
21620,39.193196,-76.075379,81.3 mi,1 hour 33 mins
21622,38.405388,-76.193868,106 mi,2 hours 1 min
21623,39.13057,-75.964996,74.1 mi,1 hour 17 mins
21625,38.867936,-75.99313,71.4 mi,1 hour 19 mins
21626,38.314668,-76.092842,113 mi,2 hours 12 mins
21627,38.184537,-76.058744,125 mi,2 hours 32 mins
21629,38.845956,-75.83692,81.9 mi,1 hour 28 mins
21631,38.585037,-75.934965,93.2 mi,1 hour 48 mins
21632,38.720591999999996,-75.792586,91.0 mi,1 hour 38 mins
21634,38.290240999999995,-76.179691,120 mi,2 hours 24 mins
21635,39.327681,-75.840626,89.2 mi,1 hour 33 mins
21636,39.019078,-75.805939,79.3 mi,1 hour 27 mins
21638,38.936469,-76.20692,55.7 mi,1 hour 2 mins
21639,38.96416,-75.800486,79.6 mi,1 hour 29 mins
21640,39.069326000000004,-75.815982,81.9 mi,1 hour 30 mins
21643,38.638946000000004,-75.866895,90.5 mi,1 hour 43 mins
21644,39.119495,-75.890946,76.3 mi,1 hour 21 mins
21645,39.320383,-75.970878,89.9 mi,1 hour 37 mins
21647,38.809988,-76.283456,88.8 mi,1 hour 42 mins
21648,38.490023,-76.235282,103 mi,1 hour 56 mins
21649,39.135612,-75.776344,82.9 mi,1 hour 28 mins
21650,39.314615,-75.80361,91.4 mi,1 hour 38 mins
21651,39.248948,-75.878101,82.8 mi,1 hour 26 mins
21654,38.687566,-76.128363,82.8 mi,1 hour 34 mins
21655,38.751646,-75.925658,81.6 mi,1 hour 31 mins
21657,38.960351,-75.985721,68.9 mi,1 hour 15 mins
21658,38.939881,-76.138087,61.6 mi,1 hour 8 mins
21659,38.57393,-75.810006,97.6 mi,1 hour 53 mins
21660,38.964040999999995,-75.888748,75.0 mi,1 hour 21 mins
21661,39.10458,-76.223793,95.4 mi,1 hour 54 mins
21662,38.704828,-76.208725,84.6 mi,1 hour 37 mins
21663,38.799852,-76.233299,84.9 mi,1 hour 36 mins
21665,38.746798999999996,-76.327449,94.3 mi,1 hour 46 mins
21666,38.938033000000004,-76.332664,52.7 mi,1 hour 1 min
21667,39.329846999999994,-76.050996,93.8 mi,1 hour 44 mins
21668,39.178487,-75.864982,80.0 mi,1 hour 25 mins
21671,38.697531,-76.335209,97.9 mi,1 hour 54 mins
21672,38.267799,-76.06694,121 mi,2 hours 21 mins
21673,38.652398,-76.05306,83.4 mi,1 hour 31 mins
21675,38.291709,-76.096551,118 mi,2 hours 16 mins
21676,38.783171,-76.30176,91.9 mi,1 hour 46 mins
21677,38.512271,-76.180954,100 mi,1 hour 58 mins
21678,39.305841,-76.099988,87.7 mi,1 hour 42 mins
21679,38.91583,-76.088125,64.4 mi,1 hour 11 mins
21701,39.46416,-77.338426,56.3 mi,1 hour 2 mins
21702,39.495903999999996,-77.454014,55.0 mi,1 hour 1 min
21703,39.361267,-77.458616,51.3 mi,58 mins
21704,39.344244,-77.376436,43.7 mi,47 mins
21710,39.292024,-77.443166,47.5 mi,52 mins
21711,39.660911999999996,-78.027892,90.9 mi,1 hour 33 mins
21713,39.518924,-77.696112,72.8 mi,1 hour 17 mins
21716,39.316387,-77.622296,61.0 mi,1 hour 5 mins
21718,39.39575,-77.632997,64.3 mi,1 hour 7 mins
21719,39.70263,-77.496664,73.9 mi,1 hour 20 mins
21722,39.65344,-77.901485,84.0 mi,1 hour 21 mins
21723,39.328708,-77.01809,52.6 mi,1 hour 4 mins
21727,39.67535,-77.337375,73.0 mi,1 hour 14 mins
21733,39.545970000000004,-77.7596,78.4 mi,1 hour 20 mins
21737,39.260707000000004,-77.017558,44.6 mi,54 mins
21738,39.281834,-77.026329,46.6 mi,54 mins
21740,39.62895,-77.7155,71.9 mi,1 hour 14 mins
21742,39.654173,-77.654558,72.6 mi,1 hour 17 mins
21750,39.670891,-78.197285,102 mi,1 hour 36 mins
21754,39.337817,-77.304728,42.3 mi,48 mins
21755,39.350988,-77.574204,56.9 mi,1 hour 1 min
21756,39.449721000000004,-77.704872,73.0 mi,1 hour 15 mins
21757,39.597307,-77.24782,67.3 mi,1 hour 17 mins
21758,39.361584,-77.661932,65.7 mi,1 hour 8 mins
21766,39.65065,-78.404428,123 mi,2 hours 17 mins
21767,39.69813,-77.748275,82.2 mi,1 hour 22 mins
21769,39.442029999999995,-77.567619,57.5 mi,1 hour 5 mins
21770,39.348111,-77.257048,43.9 mi,51 mins
21771,39.37407,-77.156258,45.5 mi,1 hour 0 mins
21773,39.54211,-77.559434,62.2 mi,1 hour 7 mins
21774,39.41163,-77.272758,49.8 mi,1 hour 3 mins
21776,39.514844000000004,-77.10321,62.8 mi,1 hour 17 mins
21777,39.282856,-77.528284,58.4 mi,1 hour 1 min
21778,39.611768,-77.333956,65.2 mi,1 hour 12 mins
21779,39.422974,-77.650352,70.8 mi,1 hour 14 mins
21780,39.675532000000004,-77.46732,73.7 mi,1 hour 21 mins
21782,39.4452,-77.769692,70.4 mi,1 hour 23 mins
21783,39.647431,-77.5746,71.8 mi,1 hour 13 mins
21784,39.392359,-76.96728,53.8 mi,1 hour 3 mins
21787,39.657465,-77.175208,72.2 mi,1 hour 22 mins
21788,39.594865999999996,-77.423936,62.7 mi,1 hour 5 mins
21790,39.258663,-77.50779,50.4 mi,59 mins
21791,39.532848,-77.187258,59.5 mi,1 hour 16 mins
21793,39.494038,-77.343663,59.2 mi,1 hour 3 mins
21794,39.292634,-76.973283,45.7 mi,55 mins
21795,39.586459,-77.825193,83.4 mi,1 hour 21 mins
21797,39.352614,-77.077784,55.5 mi,1 hour 3 mins
21798,39.542828,-77.29481,61.3 mi,1 hour 8 mins
21801,38.375981,-75.64106,121 mi,2 hours 11 mins
21804,38.34458,-75.515536,128 mi,2 hours 20 mins
21811,38.314132,-75.235476,140 mi,2 hours 40 mins
21813,38.419916,-75.173026,134 mi,2 hours 34 mins
21814,38.295555,-75.889399,131 mi,2 hours 25 mins
21817,37.975382,-75.84962,160 mi,2 hours 53 mins
21821,38.137945,-75.974106,158 mi,2 hours 55 mins
21822,38.278906,-75.650992,134 mi,2 hours 21 mins
21824,37.996614,-76.010262,,
21826,38.322016,-75.622382,125 mi,2 hours 22 mins
21829,38.093283,-75.384842,150 mi,2 hours 44 mins
21830,38.406682,-75.749888,116 mi,2 hours 8 mins
21835,38.5379,-75.933896,98.1 mi,1 hour 49 mins
21837,38.473851,-75.772464,111 mi,2 hours 0 mins
21838,38.023564,-75.725928,153 mi,2 hours 46 mins
21840,38.258592,-75.891404,134 mi,2 hours 31 mins
21841,38.258332,-75.287359,145 mi,2 hours 42 mins
21842,38.387232,-75.102379,140 mi,2 hours 37 mins
21849,38.376983,-75.471158,128 mi,2 hours 18 mins
21850,38.369547,-75.392657,133 mi,2 hours 24 mins
21851,38.089985999999996,-75.545562,155 mi,2 hours 46 mins
21853,38.195122,-75.705796,141 mi,2 hours 31 mins
21856,38.319392,-75.79533,127 mi,2 hours 20 mins
21862,38.394335999999996,-75.208998,132 mi,2 hours 29 mins
21863,38.196566,-75.416196,141 mi,2 hours 31 mins
21864,38.045654,-75.40797,153 mi,2 hours 48 mins
21865,38.286406,-75.835688,130 mi,2 hours 24 mins
21869,38.397594,-75.885954,111 mi,2 hours 6 mins
21871,38.090052,-75.72983,149 mi,2 hours 42 mins
21872,38.409746,-75.289594,133 mi,2 hours 30 mins
21874,38.388543,-75.358251,134 mi,2 hours 24 mins
21875,38.451046,-75.579051,120 mi,2 hours 12 mins
21901,39.575594,-75.949194,92.6 mi,1 hour 40 mins
21903,39.573079,-76.043644,84.5 mi,1 hour 31 mins
21904,39.628904999999996,-76.069972,85.0 mi,1 hour 32 mins
21911,39.671336,-76.047648,89.3 mi,1 hour 37 mins
21912,39.431088,-75.822895,98.9 mi,1 hour 45 mins
21915,39.502666,-75.850436,104 mi,1 hour 51 mins
21917,39.667489,-76.101287,88.2 mi,1 hour 35 mins
21918,39.679066,-76.170359,90.1 mi,1 hour 40 mins
21919,39.41956,-75.92574,97.2 mi,1 hour 45 mins
21921,39.617117,-75.867654,97.3 mi,1 hour 46 mins
