zip_code,latitude,longitude,distance,duration
23604,37.120502,-76.594969,168 mi,2 hours 46 mins
23605,37.021345000000004,-76.438377,176 mi,2 hours 42 mins
23606,37.065053999999996,-76.528166,172 mi,2 hours 44 mins
23607,36.975898,-76.439879,180 mi,2 hours 43 mins
23608,37.154698,-76.545796,163 mi,2 hours 29 mins
23651,37.008378,-76.304759,179 mi,2 hours 45 mins
23661,37.007832,-76.386636,176 mi,2 hours 39 mins
23662,37.135436,-76.353588,174 mi,2 hours 44 mins
23663,37.033959,-76.3196,178 mi,2 hours 43 mins
23664,37.068666,-76.289951,180 mi,2 hours 48 mins
23665,37.088046999999996,-76.386472,175 mi,2 hours 40 mins
23666,37.062782,-76.40522,172 mi,2 hours 35 mins
23669,37.050603,-76.349191,176 mi,2 hours 41 mins
23690,37.237163,-76.55165,160 mi,2 hours 27 mins
23691,37.24371,-76.579466,162 mi,2 hours 31 mins
23692,37.178494,-76.470709,165 mi,2 hours 32 mins
23693,37.121112,-76.447328,168 mi,2 hours 34 mins
23696,37.191757,-76.426592,168 mi,2 hours 38 mins
23701,36.812324,-76.36945,197 mi,3 hours 1 min
23702,36.804031,-76.323415,198 mi,3 hours 4 mins
23703,36.881148,-76.37447,191 mi,2 hours 52 mins
23704,36.82201,-76.317128,197 mi,3 hours 1 min
23707,36.841234,-76.336338,195 mi,2 hours 58 mins
23708,36.848233,-76.30621,197 mi,3 hours 2 mins
23801,37.235265,-77.337332,133 mi,2 hours 6 mins
23803,37.205962,-77.46609,135 mi,2 hours 6 mins
23805,37.117515000000004,-77.405858,139 mi,2 hours 11 mins
23821,36.883408,-77.925096,174 mi,2 hours 42 mins
23824,37.084758,-77.954306,158 mi,2 hours 38 mins
23827,36.611606,-77.203756,184 mi,2 hours 56 mins
23828,36.594426,-77.287184,182 mi,2 hours 56 mins
23829,36.733166,-77.231672,172 mi,2 hours 44 mins
23830,37.019662,-77.383392,146 mi,2 hours 17 mins
23831,37.335931,-77.457246,124 mi,2 hours 1 min
23832,37.408834,-77.608472,120 mi,1 hour 56 mins
23833,37.210032,-77.666686,148 mi,2 hours 22 mins
23834,37.287969,-77.389106,124 mi,1 hour 54 mins
23836,37.357265999999996,-77.32524,127 mi,1 hour 56 mins
23837,36.759084,-77.091162,170 mi,2 hours 41 mins
23838,37.322187,-77.637816,125 mi,2 hours 5 mins
23839,37.081356,-76.917324,157 mi,2 hours 36 mins
23840,37.046471000000004,-77.658062,152 mi,2 hours 23 mins
23841,37.044274,-77.552702,149 mi,2 hours 18 mins
23842,37.153998,-77.209573,147 mi,2 hours 18 mins
23843,36.849752,-77.8058,167 mi,2 hours 34 mins
23844,36.676486,-77.345449,177 mi,2 hours 49 mins
23845,36.59052,-77.990181,193 mi,3 hours 5 mins
23846,37.065156,-76.821356,164 mi,2 hours 48 mins
23847,36.688365999999995,-77.532918,171 mi,2 hours 38 mins
23850,37.163342,-77.751422,153 mi,2 hours 25 mins
23851,36.676318,-76.956512,181 mi,2 hours 57 mins
23856,36.790738,-77.716158,170 mi,2 hours 39 mins
23857,36.577512,-77.891144,189 mi,2 hours 58 mins
23860,37.274605,-77.225702,134 mi,2 hours 8 mins
23866,36.914926,-76.867396,170 mi,2 hours 43 mins
23867,36.812653,-77.498522,164 mi,2 hours 33 mins
23868,36.718682,-77.814538,180 mi,2 hours 51 mins
23872,36.988398,-77.735714,157 mi,2 hours 26 mins
23874,36.609128,-77.103566,183 mi,2 hours 59 mins
23875,37.241925,-77.267272,136 mi,2 hours 6 mins
23876,36.947371999999994,-77.839531,167 mi,2 hours 39 mins
23878,36.816454,-77.031112,170 mi,2 hours 49 mins
23879,36.594442,-77.591891,179 mi,2 hours 43 mins
23881,37.20494,-76.975024,152 mi,2 hours 27 mins
23882,36.913408000000004,-77.395506,153 mi,2 hours 20 mins
23883,37.142647,-76.745377,164 mi,2 hours 42 mins
23885,37.17973,-77.576844,144 mi,2 hours 20 mins
23887,36.572202000000004,-77.814526,191 mi,3 hours 1 min
23888,36.946391999999996,-76.974758,163 mi,2 hours 35 mins
23889,36.894527000000004,-77.747658,162 mi,2 hours 30 mins
23890,36.997302,-77.104758,157 mi,2 hours 28 mins
23893,36.600702,-77.913836,190 mi,3 hours 1 min
23894,37.12931,-77.841789,159 mi,2 hours 32 mins
23897,36.823898,-77.296084,164 mi,2 hours 36 mins
23898,36.8323,-76.858437,174 mi,2 hours 50 mins
23901,37.296336,-78.407659,167 mi,2 hours 50 mins
23915,36.710159,-78.278096,199 mi,3 hours 7 mins
23917,36.640471,-78.269951,198 mi,3 hours 4 mins
23919,36.596225,-78.143688,194 mi,2 hours 57 mins
23920,36.724117,-77.980542,186 mi,2 hours 56 mins
23921,37.617896,-78.605722,151 mi,2 hours 57 mins
23922,37.181928,-78.223116,160 mi,2 hours 38 mins
23923,37.088625,-78.646468,190 mi,3 hours 11 mins
23924,36.809819,-78.41804,205 mi,3 hours 14 mins
23927,36.63491,-78.480598,210 mi,3 hours 14 mins
23930,37.142058,-78.089707,163 mi,2 hours 41 mins
23934,37.14934,-78.625186,184 mi,3 hours 12 mins
23936,37.526397,-78.495196,167 mi,2 hours 46 mins
23937,36.934018,-78.527294,187 mi,3 hours 5 mins
23938,36.91124,-78.021922,180 mi,2 hours 46 mins
23942,37.137108,-78.301746,166 mi,2 hours 44 mins
23944,36.903942,-78.182422,175 mi,3 hours 2 mins
23947,37.040454,-78.46089,179 mi,2 hours 56 mins
23950,36.678756,-78.076025,189 mi,2 hours 54 mins
23952,36.91684,-78.275732,179 mi,3 hours 2 mins
23954,37.077476000000004,-78.382703,172 mi,2 hours 52 mins
23958,37.276263,-78.620482,181 mi,2 hours 59 mins
23959,37.0975,-78.804253,200 mi,3 hours 26 mins
23960,37.320331,-78.551204,179 mi,3 hours 0 mins
23962,36.95244,-78.713234,194 mi,3 hours 18 mins
23963,37.189888,-78.821416,198 mi,3 hours 19 mins
23964,36.774012,-78.623653,199 mi,3 hours 17 mins
23966,37.306988,-78.283742,162 mi,2 hours 41 mins
23967,36.925715000000004,-78.618706,194 mi,3 hours 12 mins
23968,36.725297999999995,-78.516161,213 mi,3 hours 22 mins
23970,36.744534,-78.186564,190 mi,3 hours 2 mins
23974,36.966086,-78.258968,175 mi,2 hours 57 mins
23976,36.843028000000004,-78.621654,195 mi,3 hours 11 mins
24011,37.270794,-79.941354,240 mi,3 hours 41 mins
24012,37.324045,-79.900699,234 mi,3 hours 36 mins
24013,37.26514,-79.92294,240 mi,3 hours 40 mins
24014,37.218198,-79.910444,244 mi,3 hours 47 mins
24015,37.254203000000004,-79.976483,243 mi,3 hours 42 mins
24016,37.270534,-79.959281,240 mi,3 hours 40 mins
24017,37.295869,-79.988509,238 mi,3 hours 40 mins
24018,37.216714,-80.038642,244 mi,3 hours 50 mins
24019,37.342066,-79.955325,232 mi,3 hours 31 mins
24053,36.620976,-80.504499,314 mi,5 hours 11 mins
24054,36.679556,-79.708068,252 mi,4 hours 32 mins
24055,36.750567,-79.981754,285 mi,4 hours 32 mins
24059,37.154456,-80.126876,256 mi,4 hours 3 mins
24060,37.266757,-80.436765,275 mi,4 hours 10 mins
24064,37.389508,-79.770072,236 mi,3 hours 39 mins
24065,37.109738,-79.944968,254 mi,3 hours 54 mins
24066,37.532946,-79.669103,211 mi,3 hours 12 mins
24067,37.050937,-80.060465,263 mi,4 hours 8 mins
24069,36.595305,-79.616411,264 mi,4 hours 25 mins
24070,37.393771,-80.17361,247 mi,3 hours 47 mins
24072,37.029557000000004,-80.234958,269 mi,4 hours 15 mins
24073,37.124829999999996,-80.414256,263 mi,3 hours 58 mins
24076,36.608473,-80.45016,314 mi,5 hours 13 mins
24077,37.368044,-79.900728,228 mi,3 hours 30 mins
24078,36.728609999999996,-79.913449,286 mi,4 hours 30 mins
24079,37.049531,-80.160136,265 mi,4 hours 13 mins
24082,36.621047,-80.131908,306 mi,4 hours 51 mins
24083,37.410196,-79.918068,229 mi,3 hours 30 mins
24084,37.128402,-80.69507,282 mi,4 hours 17 mins
24085,37.684719,-79.842971,232 mi,3 hours 50 mins
24086,37.279312,-80.655068,288 mi,4 hours 28 mins
24087,37.230546999999994,-80.266692,251 mi,3 hours 50 mins
24088,36.883106,-80.076745,276 mi,4 hours 27 mins
24089,36.713621,-79.971414,288 mi,4 hours 32 mins
24090,37.514247,-79.895158,227 mi,3 hours 31 mins
24091,36.899891,-80.32823,284 mi,4 hours 26 mins
24092,36.996786,-79.761139,240 mi,4 hours 16 mins
24093,37.375896999999995,-80.865222,304 mi,4 hours 42 mins
24095,37.211382,-79.758618,246 mi,3 hours 56 mins
24101,37.181625,-79.80131,246 mi,3 hours 56 mins
24102,36.842622999999996,-79.999136,283 mi,4 hours 29 mins
24104,37.139844000000004,-79.478326,210 mi,3 hours 49 mins
24105,36.903644,-80.582286,289 mi,4 hours 38 mins
24112,36.739734,-79.888412,286 mi,4 hours 34 mins
24120,36.709562,-80.413834,301 mi,4 hours 50 mins
24121,37.172301000000004,-79.626847,218 mi,3 hours 54 mins
24122,37.408658,-79.692381,222 mi,3 hours 34 mins
24124,37.305901,-80.912156,312 mi,4 hours 57 mins
24127,37.488236,-80.222353,250 mi,4 hours 12 mins
24128,37.318572,-80.520212,280 mi,4 hours 15 mins
24131,37.577574,-80.239805,252 mi,4 hours 14 mins
24133,36.680591,-80.145913,298 mi,4 hours 51 mins
24134,37.25511,-80.751601,293 mi,4 hours 37 mins
24136,37.358431,-80.567326,288 mi,4 hours 28 mins
24137,36.922914,-79.674419,238 mi,4 hours 15 mins
24138,37.058536,-80.323636,272 mi,4 hours 12 mins
24139,37.007766,-79.479456,223 mi,4 hours 5 mins
24141,37.114775,-80.593744,274 mi,4 hours 9 mins
24147,37.400989,-80.840154,308 mi,4 hours 55 mins
24148,36.597444,-79.858436,298 mi,4 hours 42 mins
24149,37.027288,-80.43428,270 mi,4 hours 7 mins
24150,37.398322,-80.604642,278 mi,4 hours 52 mins
24151,36.962184,-79.86338,266 mi,4 hours 8 mins
24153,37.28349,-80.119264,242 mi,3 hours 41 mins
24161,36.991038,-79.54756,229 mi,4 hours 5 mins
24162,37.139756,-80.255032,257 mi,3 hours 58 mins
24165,36.588321,-80.066837,304 mi,4 hours 48 mins
24167,37.247852,-80.741909,292 mi,4 hours 33 mins
24168,36.735316,-79.948696,285 mi,4 hours 29 mins
24171,36.697229,-80.227043,317 mi,5 hours 10 mins
24174,37.361096,-79.663661,228 mi,3 hours 40 mins
24175,37.416856,-79.931434,228 mi,3 hours 31 mins
24176,36.994533000000004,-79.670534,234 mi,4 hours 12 mins
24179,37.278286,-79.786756,242 mi,3 hours 48 mins
24184,37.081852,-79.78665,258 mi,4 hours 4 mins
24185,36.808203999999996,-80.269894,296 mi,4 hours 43 mins
24201,36.614615,-82.174827,372 mi,5 hours 36 mins
24202,36.685122,-82.205598,376 mi,5 hours 44 mins
24210,36.769686,-82.090472,369 mi,5 hours 39 mins
24211,36.666506,-81.966482,362 mi,5 hours 26 mins
24216,36.945726,-82.765757,427 mi,6 hours 57 mins
24217,37.081637,-82.202574,402 mi,6 hours 40 mins
24219,36.842372,-82.755426,422 mi,6 hours 37 mins
24220,37.157765,-82.23577,414 mi,6 hours 47 mins
24221,36.644076,-83.022598,430 mi,6 hours 51 mins
24224,36.866282,-82.255302,384 mi,6 hours 0 mins
24225,36.990989,-82.116501,393 mi,6 hours 16 mins
24226,37.129678,-82.330142,414 mi,6 hours 44 mins
24228,37.170877000000004,-82.440088,422 mi,6 hours 51 mins
24230,36.972358,-82.490804,404 mi,6 hours 24 mins
24236,36.651356,-81.743118,359 mi,5 hours 35 mins
24237,37.033861,-82.26661,405 mi,6 hours 24 mins
24239,37.062053999999996,-82.128856,403 mi,6 hours 41 mins
24243,36.800688,-82.91157,430 mi,6 hours 54 mins
24244,36.713147,-82.832044,417 mi,6 hours 27 mins
24245,36.815926,-82.514921,400 mi,6 hours 17 mins
24248,36.63386,-83.539492,463 mi,7 hours 21 mins
24250,36.775033,-82.629408,411 mi,6 hours 38 mins
24251,36.701936,-82.635476,408 mi,6 hours 29 mins
24256,37.198961,-82.278485,412 mi,6 hours 49 mins
24258,36.652091999999996,-82.428974,396 mi,6 hours 8 mins
24260,37.0406,-81.975487,391 mi,6 hours 9 mins
24263,36.676582,-83.178204,439 mi,6 hours 56 mins
24265,36.832552,-82.956,443 mi,7 hours 6 mins
24266,36.89605,-82.025442,385 mi,5 hours 57 mins
24269,37.083401,-82.381464,410 mi,6 hours 32 mins
24270,36.713824,-82.257791,382 mi,5 hours 55 mins
24271,36.75785,-82.416456,394 mi,6 hours 8 mins
24272,37.020216,-82.348884,403 mi,6 hours 31 mins
24273,36.967851,-82.644439,415 mi,6 hours 37 mins
24277,36.762398,-83.026814,431 mi,6 hours 47 mins
24279,37.106026,-82.624375,424 mi,6 hours 43 mins
24280,36.971132,-81.893353,381 mi,5 hours 53 mins
24281,36.646142,-83.336217,452 mi,7 hours 12 mins
24282,36.828483,-83.05009,438 mi,6 hours 57 mins
24283,36.942463000000004,-82.363777,394 mi,6 hours 16 mins
24290,36.614434,-82.570339,408 mi,6 hours 8 mins
24292,36.620098999999996,-81.597826,359 mi,5 hours 37 mins
24293,37.016201,-82.603629,416 mi,6 hours 36 mins
24301,37.073874,-80.7958,289 mi,4 hours 28 mins
24311,36.883624,-81.388513,325 mi,4 hours 54 mins
24312,36.832513,-80.862876,304 mi,4 hours 38 mins
24313,36.90675,-80.811574,294 mi,4 hours 27 mins
24314,37.155171,-81.215583,327 mi,5 hours 23 mins
24315,37.149072,-81.052019,311 mi,4 hours 58 mins
24316,36.941637,-81.651338,356 mi,5 hours 30 mins
24317,36.610952,-80.67698,324 mi,4 hours 57 mins
24318,37.015464,-81.358977,331 mi,5 hours 6 mins
24319,36.75816,-81.643096,342 mi,5 hours 10 mins
24322,36.797258,-81.107605,326 mi,5 hours 14 mins
24323,36.871658000000004,-81.205153,316 mi,4 hours 54 mins
24324,36.977167,-80.782812,288 mi,4 hours 21 mins
24325,36.833764,-80.608731,295 mi,4 hours 42 mins
24326,36.725074,-81.191316,326 mi,5 hours 6 mins
24328,36.657194,-80.699344,320 mi,4 hours 51 mins
24330,36.717473999999996,-81.025911,319 mi,5 hours 3 mins
24333,36.669428,-80.940081,321 mi,5 hours 0 mins
24340,36.758573999999996,-81.77078,348 mi,5 hours 17 mins
24343,36.778672,-80.671189,308 mi,4 hours 43 mins
24347,36.958521999999995,-80.666929,294 mi,5 hours 8 mins
24348,36.641299,-81.181812,333 mi,5 hours 17 mins
24350,36.821453999999996,-81.008728,309 mi,4 hours 56 mins
24351,36.588678,-80.771532,328 mi,5 hours 0 mins
24352,36.713055,-80.53806,317 mi,4 hours 54 mins
24354,36.812468,-81.56948,335 mi,5 hours 1 min
24360,36.959965000000004,-80.903689,294 mi,4 hours 30 mins
24361,36.766349,-81.850404,352 mi,5 hours 18 mins
24363,36.624136,-81.366198,349 mi,5 hours 27 mins
24366,37.230582,-81.193847,334 mi,5 hours 8 mins
24368,36.890921999999996,-81.280828,318 mi,4 hours 49 mins
24370,36.921271000000004,-81.691949,354 mi,5 hours 28 mins
24374,36.789103000000004,-81.198264,319 mi,4 hours 57 mins
24375,36.776065,-81.400272,333 mi,5 hours 7 mins
24377,36.98738,-81.61367,360 mi,5 hours 36 mins
24378,36.696739,-81.460175,342 mi,5 hours 16 mins
24380,36.880654,-80.49498,284 mi,4 hours 30 mins
24381,36.731392,-80.85636,314 mi,4 hours 49 mins
24382,36.940042,-81.136538,309 mi,4 hours 43 mins
24401,38.1413,-79.064659,156 mi,2 hours 25 mins
24413,38.529268,-79.594728,192 mi,3 hours 31 mins
24416,37.729954,-79.348546,193 mi,2 hours 59 mins
24421,38.253304,-79.151072,156 mi,2 hours 36 mins
24422,37.824113,-79.74883,212 mi,3 hours 10 mins
24426,37.778529999999996,-80.049724,238 mi,3 hours 44 mins
24430,38.11003,-79.340415,176 mi,2 hours 48 mins
24431,38.169561,-78.82911,156 mi,2 hours 28 mins
24432,38.147908,-79.412595,174 mi,2 hours 56 mins
24433,38.396002,-79.486182,184 mi,3 hours 16 mins
24435,37.877015,-79.294542,177 mi,2 hours 41 mins
24437,38.211116,-78.93311,149 mi,2 hours 19 mins
24439,38.000353000000004,-79.491918,187 mi,3 hours 2 mins
24440,37.986694,-79.134998,167 mi,2 hours 36 mins
24441,38.231122,-78.835876,150 mi,2 hours 20 mins
24442,38.303832,-79.431534,173 mi,2 hours 59 mins
24445,37.952205,-79.915236,221 mi,3 hours 46 mins
24450,37.773096,-79.51744,195 mi,3 hours 6 mins
24458,38.320014,-79.520066,181 mi,3 hours 12 mins
24459,37.998758,-79.31905,176 mi,2 hours 49 mins
24460,38.020324,-79.645587,198 mi,3 hours 12 mins
24464,37.860361,-79.094383,185 mi,3 hours 13 mins
24465,38.380646,-79.643276,193 mi,3 hours 27 mins
24467,38.26686,-78.967368,145 mi,2 hours 15 mins
24471,38.31219,-78.799765,140 mi,2 hours 14 mins
24472,37.943662,-79.214915,170 mi,2 hours 34 mins
24473,37.896278,-79.41881,190 mi,2 hours 58 mins
24476,37.9256,-79.2028,171 mi,2 hours 38 mins
24477,38.012983,-79.044718,166 mi,2 hours 33 mins
24479,38.141458,-79.201146,166 mi,2 hours 38 mins
24482,38.208148,-78.993043,150 mi,2 hours 17 mins
24483,37.803117,-79.229049,188 mi,3 hours 6 mins
24484,38.151164,-79.833146,228 mi,4 hours 6 mins
24485,38.289192,-79.306155,163 mi,2 hours 43 mins
24486,38.285779999999995,-78.938564,142 mi,2 hours 11 mins
24487,38.166228000000004,-79.648828,194 mi,3 hours 34 mins
24501,37.359662,-79.157034,184 mi,3 hours 25 mins
24502,37.36324,-79.212703,185 mi,3 hours 19 mins
24503,37.448766,-79.238354,187 mi,3 hours 27 mins
24504,37.365108,-79.075178,182 mi,3 hours 18 mins
24517,37.147795,-79.241942,200 mi,3 hours 36 mins
24520,36.601688,-79.043661,227 mi,3 hours 48 mins
24521,37.623511,-79.092253,167 mi,3 hours 3 mins
24522,37.354743,-78.76596,193 mi,3 hours 14 mins
24523,37.339921999999994,-79.527371,205 mi,3 hours 41 mins
24526,37.528958,-79.404418,214 mi,3 hours 28 mins
24527,36.725733,-79.338386,242 mi,4 hours 10 mins
24528,37.075376,-78.874452,202 mi,3 hours 23 mins
24529,36.616007,-78.64354,220 mi,3 hours 23 mins
24530,36.805832,-79.642316,241 mi,4 hours 19 mins
24531,36.8378,-79.43338,227 mi,4 hours 2 mins
24534,36.884114000000004,-78.74786,200 mi,3 hours 24 mins
24536,37.488459999999996,-79.317389,217 mi,3 hours 34 mins
24538,37.350552,-78.962724,185 mi,3 hours 18 mins
24539,36.864264,-78.900675,214 mi,3 hours 36 mins
24540,36.652986,-79.447126,241 mi,4 hours 17 mins
24541,36.620915000000004,-79.488967,245 mi,4 hours 24 mins
24549,36.7132,-79.504074,241 mi,4 hours 19 mins
24550,37.235788,-79.262796,195 mi,3 hours 29 mins
24551,37.364886,-79.314646,191 mi,3 hours 31 mins
24553,37.55628,-78.815145,170 mi,3 hours 11 mins
24554,37.135923,-79.089386,199 mi,3 hours 36 mins
24555,37.675802000000004,-79.475078,198 mi,3 hours 6 mins
24556,37.370878999999995,-79.399738,197 mi,3 hours 36 mins
24557,36.974728,-79.289774,213 mi,3 hours 54 mins
24558,36.774757,-78.965548,217 mi,3 hours 38 mins
24562,37.723634000000004,-78.649331,140 mi,2 hours 45 mins
24563,37.0659,-79.281382,207 mi,3 hours 47 mins
24565,36.849623,-79.201601,235 mi,4 hours 1 min
24566,36.744544,-79.255094,238 mi,4 hours 3 mins
24569,37.045199,-79.135903,208 mi,3 hours 48 mins
24570,37.351755,-79.438154,201 mi,3 hours 35 mins
24571,37.136461,-79.365371,204 mi,3 hours 47 mins
24572,37.457924,-79.079334,172 mi,3 hours 3 mins
24574,37.618794,-79.258912,178 mi,3 hours 19 mins
24577,36.940968,-78.933245,219 mi,3 hours 43 mins
24578,37.669698,-79.556301,202 mi,3 hours 7 mins
24579,37.590672,-79.515242,204 mi,3 hours 9 mins
24580,36.586634,-78.668703,222 mi,3 hours 26 mins
24581,37.656821,-78.790085,160 mi,3 hours 2 mins
24586,36.61444,-79.279312,242 mi,4 hours 3 mins
24588,37.266094,-79.098469,188 mi,3 hours 23 mins
24589,36.74757,-78.732869,208 mi,3 hours 30 mins
24590,37.802684,-78.486825,131 mi,2 hours 33 mins
24592,36.681308,-78.992797,221 mi,3 hours 44 mins
24593,37.371829999999996,-78.910922,200 mi,3 hours 18 mins
24594,36.650764,-79.186736,235 mi,3 hours 59 mins
24597,36.777607,-79.106943,226 mi,3 hours 48 mins
24598,36.620616999999996,-78.790324,231 mi,3 hours 41 mins
24599,37.62298,-78.729566,184 mi,3 hours 17 mins
24602,37.169482,-81.627788,369 mi,5 hours 47 mins
24603,37.320758,-82.239158,424 mi,7 hours 5 mins
24605,37.255909,-81.366198,337 mi,5 hours 26 mins
24609,37.054232,-81.790534,375 mi,5 hours 53 mins
24613,37.268901,-81.333928,335 mi,5 hours 20 mins
24614,37.301188,-82.09247,409 mi,6 hours 38 mins
24620,37.431478999999996,-82.029183,386 mi,6 hours 32 mins
24622,37.219606,-81.810976,386 mi,6 hours 12 mins
24630,37.166577000000004,-81.522622,357 mi,5 hours 29 mins
24631,37.216752,-81.988522,394 mi,6 hours 17 mins
24634,37.300236,-81.903252,402 mi,6 hours 32 mins
24637,37.0498,-81.708384,372 mi,5 hours 50 mins
24639,37.156223,-81.890064,386 mi,6 hours 7 mins
24641,37.129935,-81.805869,378 mi,6 hours 3 mins
24646,37.126978,-82.041773,401 mi,6 hours 25 mins
24649,37.082042,-81.911316,382 mi,6 hours 0 mins
24651,37.04941,-81.522036,354 mi,5 hours 43 mins
24656,37.161001,-82.12861,408 mi,6 hours 35 mins
24657,37.264278999999995,-81.88431,397 mi,6 hours 20 mins
20601,38.613661,-76.87053,27.4 mi,42 mins
20602,38.58647,-76.898935,30.7 mi,47 mins
20603,38.625890999999996,-76.97828,28.9 mi,42 mins
20606,38.25069,-76.748608,61.3 mi,1 hour 23 mins
20607,38.660282,-77.001033,23.5 mi,35 mins
20608,38.581877,-76.711782,35.9 mi,55 mins
20609,38.26928,-76.749718,58.7 mi,1 hour 21 mins
20611,38.466791,-76.974545,41.7 mi,59 mins
20613,38.65055,-76.814481,33.7 mi,1 hour 0 mins
20615,38.415124,-76.547254,56.3 mi,1 hour 12 mins
20616,38.653845000000004,-77.092066,30.0 mi,42 mins
20617,38.542097999999996,-76.860264,36.4 mi,54 mins
20618,38.291946,-76.79556,56.1 mi,1 hour 20 mins
20619,38.289449,-76.530767,60.3 mi,1 hour 22 mins
20620,38.231367999999996,-76.522868,66.1 mi,1 hour 32 mins
20621,38.330698,-76.796596,57.0 mi,1 hour 22 mins
20622,38.447645,-76.823442,45.4 mi,1 hour 6 mins
20623,38.743565999999994,-76.839013,22.2 mi,37 mins
20624,38.332632000000004,-76.735127,53.7 mi,1 hour 15 mins
20626,38.216684,-76.798473,62.7 mi,1 hour 27 mins
20628,38.14899,-76.349196,75.8 mi,1 hour 42 mins
20630,38.163559,-76.475667,72.7 mi,1 hour 40 mins
20632,38.433172,-76.96448,43.8 mi,1 hour 2 mins
20634,38.243081,-76.494239,64.6 mi,1 hour 29 mins
20636,38.349968,-76.573892,54.9 mi,1 hour 13 mins
20637,38.523552,-76.786325,38.0 mi,54 mins
20639,38.610104,-76.598868,41.0 mi,53 mins
20640,38.561143,-77.169683,35.2 mi,50 mins
20645,38.282171999999996,-76.955282,66.1 mi,1 hour 30 mins
20646,38.511838,-77.00676,39.1 mi,58 mins
20650,38.263075,-76.632899,61.8 mi,1 hour 27 mins
20653,38.241457000000004,-76.430525,66.6 mi,1 hour 31 mins
20656,38.355292,-76.674462,52.9 mi,1 hour 11 mins
20657,38.377857,-76.44326,61.5 mi,1 hour 17 mins
20658,38.570878,-77.157956,33.8 mi,48 mins
20659,38.423241,-76.6985,46.5 mi,1 hour 4 mins
20662,38.433402,-77.21936,47.7 mi,1 hour 5 mins
20664,38.317638,-76.931282,51.9 mi,1 hour 11 mins
20667,38.216554,-76.441954,68.3 mi,1 hour 34 mins
20670,38.285940000000004,-76.418628,66.7 mi,1 hour 34 mins
20674,38.088514,-76.534582,99.0 mi,2 hours 10 mins
20675,38.58189,-77.011733,30.1 mi,44 mins
20676,38.495072,-76.544649,50.1 mi,1 hour 5 mins
20677,38.496492,-77.043544,38.4 mi,54 mins
20678,38.508753999999996,-76.595554,49.4 mi,1 hour 7 mins
20680,38.122797,-76.36903,75.4 mi,1 hour 40 mins
20684,38.140264,-76.408228,75.8 mi,1 hour 42 mins
20685,38.433231,-76.532714,55.6 mi,1 hour 14 mins
20687,38.077065,-76.347084,79.2 mi,1 hour 45 mins
20688,38.329553999999995,-76.467884,64.5 mi,1 hour 19 mins
20689,38.663191,-76.586079,37.5 mi,50 mins
20690,38.157656,-76.527974,71.4 mi,1 hour 38 mins
20692,38.186038,-76.506641,69.0 mi,1 hour 34 mins
20693,38.439896999999995,-77.08977,43.5 mi,1 hour 1 min
20695,38.584282,-76.976714,34.2 mi,52 mins
20701,39.129228,-76.789212,29.0 mi,37 mins
20705,39.043221,-76.886123,23.1 mi,32 mins
20706,38.960659,-76.854733,18.1 mi,28 mins
20707,39.096924,-76.882979,28.1 mi,38 mins
20708,39.051006,-76.83148,23.6 mi,32 mins
20710,38.943391,-76.92546,13.3 mi,23 mins
20711,38.800944,-76.64473,29.3 mi,40 mins
20712,38.942781,-76.966558,10.2 mi,27 mins
20714,38.716766,-76.535969,38.6 mi,55 mins
20715,38.992636,-76.73894,25.7 mi,36 mins
20716,38.926683000000004,-76.711804,26.0 mi,34 mins
20720,38.995005,-76.790013,22.6 mi,34 mins
20721,38.91853,-76.786125,22.0 mi,33 mins
20722,38.934734,-76.950398,13.1 mi,23 mins
20723,39.140285999999996,-76.867378,31.3 mi,39 mins
20724,39.095535999999996,-76.8021,25.9 mi,32 mins
20732,38.659894,-76.539202,41.2 mi,55 mins
20733,38.807311999999996,-76.52796,35.3 mi,49 mins
20735,38.739406,-76.911837,20.6 mi,37 mins
20736,38.689487,-76.615297,36.2 mi,49 mins
20737,38.962414,-76.915311,14.8 mi,23 mins
20740,39.001255,-76.925719,18.8 mi,29 mins
20743,38.887153,-76.892477,13.7 mi,27 mins
20744,38.754528,-77.004762,16.2 mi,25 mins
20745,38.805865000000004,-76.999525,13.0 mi,19 mins
20746,38.835446,-76.9122,13.7 mi,25 mins
20747,38.85156,-76.887297,12.8 mi,28 mins
20748,38.817733000000004,-76.939861,14.1 mi,25 mins
20751,38.794002,-76.557262,32.9 mi,43 mins
20754,38.734871999999996,-76.647772,31.5 mi,42 mins
20755,39.082606,-76.770192,27.6 mi,35 mins
20758,38.736564,-76.581548,33.7 mi,46 mins
20759,39.162302,-76.927766,34.3 mi,44 mins
20762,38.806108,-76.877177,16.6 mi,31 mins
20763,39.13476,-76.816239,30.3 mi,38 mins
20764,38.832512,-76.511562,37.4 mi,51 mins
20769,38.986542,-76.818322,20.1 mi,31 mins
20770,39.001552000000004,-76.88766,18.0 mi,27 mins
20772,38.781028,-76.778818,22.1 mi,37 mins
20774,38.892222,-76.768044,26.7 mi,40 mins
20776,38.869506,-76.608351,35.3 mi,45 mins
20777,39.176254,-76.97301,39.2 mi,53 mins
20778,38.840993,-76.571354,37.4 mi,52 mins
20779,38.76112,-76.576613,33.8 mi,47 mins
20781,38.941163,-76.935371,12.7 mi,21 mins
20782,38.965947,-76.967548,11.5 mi,32 mins
20783,39.00357,-76.97103,23.4 mi,32 mins
20784,38.953486,-76.895625,14.5 mi,25 mins
