state,zip_code,zip_url,latitude,longitude,population,house_value,household_income
VA,22815,https://www.zip-codes.com/zip-code/22815/zip-code-22815.asp,38.651072,-78.796701,9189,187300,57487
VA,22820,https://www.zip-codes.com/zip-code/22820/zip-code-22820.asp,38.720286,-79.017037,231,0,37366
VA,22821,https://www.zip-codes.com/zip-code/22821/zip-code-22821.asp,38.476685000000000,-79.072383,5598,212500,60613
VA,22824,https://www.zip-codes.com/zip-code/22824/zip-code-22824.asp,38.840016,-78.642036,6527,196200,60272
VA,22827,https://www.zip-codes.com/zip-code/22827/zip-code-22827.asp,38.35895,-78.615034,11367,175300,51766
VA,22830,https://www.zip-codes.com/zip-code/22830/zip-code-22830.asp,38.656596,-78.997434,1875,154200,49306
VA,22831,https://www.zip-codes.com/zip-code/22831/zip-code-22831.asp,38.557546,-79.074899,794,158500,67984
VA,22832,https://www.zip-codes.com/zip-code/22832/zip-code-22832.asp,38.4421,-78.766767,1158,224500,60938
VA,22834,https://www.zip-codes.com/zip-code/22834/zip-code-22834.asp,38.562187,-78.885091,1361,244200,72328
VA,22835,https://www.zip-codes.com/zip-code/22835/zip-code-22835.asp,38.693469,-78.48022400000000,12641,179400,51813
VA,22840,https://www.zip-codes.com/zip-code/22840/zip-code-22840.asp,38.379778,-78.751812,5192,252000,74209
VA,22841,https://www.zip-codes.com/zip-code/22841/zip-code-22841.asp,38.335456,-78.896883,2758,245500,67273
VA,22842,https://www.zip-codes.com/zip-code/22842/zip-code-22842.asp,38.789202,-78.698054,5273,175100,51012
VA,22843,https://www.zip-codes.com/zip-code/22843/zip-code-22843.asp,38.370049,-79.173194,2514,195600,67635
VA,22844,https://www.zip-codes.com/zip-code/22844/zip-code-22844.asp,38.632357,-78.663675,4180,222400,50811
VA,22845,https://www.zip-codes.com/zip-code/22845/zip-code-22845.asp,38.782664,-78.816188,29,0,0
VA,22846,https://www.zip-codes.com/zip-code/22846/zip-code-22846.asp,38.365463,-78.790832,2168,304300,88821
VA,22847,https://www.zip-codes.com/zip-code/22847/zip-code-22847.asp,38.725352,-78.71607900000000,966,251600,51750
VA,22849,https://www.zip-codes.com/zip-code/22849/zip-code-22849.asp,38.526899,-78.603117,5217,154100,45063
VA,22850,https://www.zip-codes.com/zip-code/22850/zip-code-22850.asp,38.571887,-78.916794,943,174000,61369
VA,22851,https://www.zip-codes.com/zip-code/22851/zip-code-22851.asp,38.559952,-78.512896,6250,159400,43229
VA,22853,https://www.zip-codes.com/zip-code/22853/zip-code-22853.asp,38.669107,-78.759322,4515,158800,48551
VA,22901,https://www.zip-codes.com/zip-code/22901/zip-code-22901.asp,38.096352,-78.556894,38465,340200,70071
VA,22902,https://www.zip-codes.com/zip-code/22902/zip-code-22902.asp,37.95376,-78.469502,23874,274700,64560
VA,22903,https://www.zip-codes.com/zip-code/22903/zip-code-22903.asp,38.002721,-78.608875,43567,355200,63339
VA,22904,https://www.zip-codes.com/zip-code/22904/zip-code-22904.asp,38.037046,-78.51794700000000,87,0,2500
VA,22911,https://www.zip-codes.com/zip-code/22911/zip-code-22911.asp,38.096663,-78.39944100000000,20538,318600,78239
VA,22920,https://www.zip-codes.com/zip-code/22920/zip-code-22920.asp,37.975038,-78.82435600000000,4417,281400,78490
VA,22922,https://www.zip-codes.com/zip-code/22922/zip-code-22922.asp,37.68187,-78.927548,1910,182800,58765
VA,22923,https://www.zip-codes.com/zip-code/22923/zip-code-22923.asp,38.186576,-78.326984,6371,287600,72500
VA,22931,https://www.zip-codes.com/zip-code/22931/zip-code-22931.asp,37.907732,-78.711055,296,292700,64688
VA,22932,https://www.zip-codes.com/zip-code/22932/zip-code-22932.asp,38.130301,-78.685998,11183,366000,75297
VA,22935,https://www.zip-codes.com/zip-code/22935/zip-code-22935.asp,38.255105,-78.568058,939,214900,68269
VA,22936,https://www.zip-codes.com/zip-code/22936/zip-code-22936.asp,38.156572,-78.5093,5448,367800,115642
VA,22937,https://www.zip-codes.com/zip-code/22937/zip-code-22937.asp,37.819234,-78.615299,1416,179100,51618
VA,22938,https://www.zip-codes.com/zip-code/22938/zip-code-22938.asp,37.849966,-78.80586600000000,1524,270500,81250
VA,22939,https://www.zip-codes.com/zip-code/22939/zip-code-22939.asp,38.093826,-78.985045,6148,270400,77847
VA,22940,https://www.zip-codes.com/zip-code/22940/zip-code-22940.asp,38.208712,-78.624924,1049,310000,54300
VA,22942,https://www.zip-codes.com/zip-code/22942/zip-code-22942.asp,38.092188,-78.147576,8838,226700,53765
VA,22943,https://www.zip-codes.com/zip-code/22943/zip-code-22943.asp,38.042969,-78.781769,390,295800,92969
VA,22946,https://www.zip-codes.com/zip-code/22946/zip-code-22946.asp,37.846179,-78.57107000000000,172,0,0
VA,22947,https://www.zip-codes.com/zip-code/22947/zip-code-22947.asp,38.053411,-78.318596,5229,560600,95294
VA,22948,https://www.zip-codes.com/zip-code/22948/zip-code-22948.asp,38.35993300000000,-78.118364,288,424100,39537
VA,22949,https://www.zip-codes.com/zip-code/22949/zip-code-22949.asp,37.791306,-78.86945,1118,184400,40513
VA,22952,https://www.zip-codes.com/zip-code/22952/zip-code-22952.asp,37.962248,-78.959991,2013,175100,56898
VA,22958,https://www.zip-codes.com/zip-code/22958/zip-code-22958.asp,37.8963,-78.89160800000000,1850,392400,85128
VA,22959,https://www.zip-codes.com/zip-code/22959/zip-code-22959.asp,37.935536,-78.637951,1809,266200,59844
VA,22960,https://www.zip-codes.com/zip-code/22960/zip-code-22960.asp,38.216981,-78.036551,10774,211900,53630
VA,22963,https://www.zip-codes.com/zip-code/22963/zip-code-22963.asp,37.835663,-78.283957,17602,232200,75974
VA,22964,https://www.zip-codes.com/zip-code/22964/zip-code-22964.asp,37.717042,-78.98599300000000,192,0,52396
VA,22967,https://www.zip-codes.com/zip-code/22967/zip-code-22967.asp,37.821473,-79.038449,2622,211500,66091
VA,22968,https://www.zip-codes.com/zip-code/22968/zip-code-22968.asp,38.255022,-78.376775,11218,231300,75317
VA,22969,https://www.zip-codes.com/zip-code/22969/zip-code-22969.asp,37.783994,-78.698008,1442,226300,62813
VA,22971,https://www.zip-codes.com/zip-code/22971/zip-code-22971.asp,37.751712,-78.803236,1747,174100,45909
VA,22972,https://www.zip-codes.com/zip-code/22972/zip-code-22972.asp,38.217776,-78.225162,260,0,0
VA,22973,https://www.zip-codes.com/zip-code/22973/zip-code-22973.asp,38.342546,-78.484864,6155,221500,48952
VA,22974,https://www.zip-codes.com/zip-code/22974/zip-code-22974.asp,37.962299,-78.263335,4479,287500,85313
VA,22976,https://www.zip-codes.com/zip-code/22976/zip-code-22976.asp,37.832139,-79.054567,294,239600,58491
VA,22980,https://www.zip-codes.com/zip-code/22980/zip-code-22980.asp,38.107415,-78.90373700000000,34367,185700,51033
VA,23002,https://www.zip-codes.com/zip-code/23002/zip-code-23002.asp,37.3479,-77.96364100000000,11129,208600,54930
VA,23004,https://www.zip-codes.com/zip-code/23004/zip-code-23004.asp,37.671226,-78.417266,857,100900,40781
VA,23005,https://www.zip-codes.com/zip-code/23005/zip-code-23005.asp,37.755478,-77.495898,16975,268600,72252
VA,23009,https://www.zip-codes.com/zip-code/23009/zip-code-23009.asp,37.80950900000000,-77.186544,8072,216900,81875
VA,23011,https://www.zip-codes.com/zip-code/23011/zip-code-23011.asp,37.47822,-76.806394,930,321400,80169
VA,23015,https://www.zip-codes.com/zip-code/23015/zip-code-23015.asp,37.936614,-77.61841700000000,5096,288400,81436
VA,23021,https://www.zip-codes.com/zip-code/23021/zip-code-23021.asp,37.388486,-76.369327,299,0,42652
VA,23022,https://www.zip-codes.com/zip-code/23022/zip-code-23022.asp,37.741121,-78.262648,874,157200,60588
VA,23023,https://www.zip-codes.com/zip-code/23023/zip-code-23023.asp,37.784555,-76.923408,359,258300,41184
VA,23024,https://www.zip-codes.com/zip-code/23024/zip-code-23024.asp,37.941024,-77.792732,10595,238700,64627
VA,23025,https://www.zip-codes.com/zip-code/23025/zip-code-23025.asp,37.416298,-76.37556,258,440000,75031
VA,23027,https://www.zip-codes.com/zip-code/23027/zip-code-23027.asp,37.63334,-78.148186,1512,177000,33083
VA,23030,https://www.zip-codes.com/zip-code/23030/zip-code-23030.asp,37.356787,-77.071575,5214,170900,58630
VA,23032,https://www.zip-codes.com/zip-code/23032/zip-code-23032.asp,37.669068,-76.672139,179,213900,0
VA,23035,https://www.zip-codes.com/zip-code/23035/zip-code-23035.asp,37.506604000000000,-76.372794,1071,276300,65139
VA,23038,https://www.zip-codes.com/zip-code/23038/zip-code-23038.asp,37.754721,-78.136475,2146,175000,70268
VA,23039,https://www.zip-codes.com/zip-code/23039/zip-code-23039.asp,37.656199,-77.807748,1084,284600,63966
VA,23040,https://www.zip-codes.com/zip-code/23040/zip-code-23040.asp,37.525651,-78.258119,5132,134100,47946
VA,23043,https://www.zip-codes.com/zip-code/23043/zip-code-23043.asp,37.567441000000000,-76.349367,1552,347400,52773
VA,23045,https://www.zip-codes.com/zip-code/23045/zip-code-23045.asp,37.426919,-76.275966,141,0,18785
VA,23047,https://www.zip-codes.com/zip-code/23047/zip-code-23047.asp,37.859086,-77.482716,2210,337800,67895
VA,23050,https://www.zip-codes.com/zip-code/23050/zip-code-23050.asp,37.490124,-76.433945,597,261700,58261
VA,23055,https://www.zip-codes.com/zip-code/23055/zip-code-23055.asp,37.781817,-78.21456500000000,642,190400,68792
VA,23056,https://www.zip-codes.com/zip-code/23056/zip-code-23056.asp,37.438806,-76.38509,378,0,90451
VA,23059,https://www.zip-codes.com/zip-code/23059/zip-code-23059.asp,37.70859,-77.543686,41486,418600,109288
VA,23060,https://www.zip-codes.com/zip-code/23060/zip-code-23060.asp,37.661738,-77.53126800000000,38466,279600,84349
VA,23061,https://www.zip-codes.com/zip-code/23061/zip-code-23061.asp,37.44086,-76.557096,21832,228400,75194
VA,23062,https://www.zip-codes.com/zip-code/23062/zip-code-23062.asp,37.256372,-76.504307,2301,236100,52765
VA,23063,https://www.zip-codes.com/zip-code/23063/zip-code-23063.asp,37.7264,-77.98533500000000,4897,192000,67083
VA,23065,https://www.zip-codes.com/zip-code/23065/zip-code-23065.asp,37.802032,-77.930652,1650,200400,59882
VA,23068,https://www.zip-codes.com/zip-code/23068/zip-code-23068.asp,37.493322,-76.347474,149,175300,0
VA,23069,https://www.zip-codes.com/zip-code/23069/zip-code-23069.asp,37.7632,-77.333322,3190,231500,69318
VA,23070,https://www.zip-codes.com/zip-code/23070/zip-code-23070.asp,37.559601,-76.389499,392,351100,58125
VA,23071,https://www.zip-codes.com/zip-code/23071/zip-code-23071.asp,37.542711,-76.43969800000000,1597,252000,66393
VA,23072,https://www.zip-codes.com/zip-code/23072/zip-code-23072.asp,37.30473,-76.48371,12040,229300,62010
VA,23075,https://www.zip-codes.com/zip-code/23075/zip-code-23075.asp,37.549682000000000,-77.316375,10301,128500,45279
VA,23076,https://www.zip-codes.com/zip-code/23076/zip-code-23076.asp,37.475616,-76.31646000000000,649,282400,0
VA,23079,https://www.zip-codes.com/zip-code/23079/zip-code-23079.asp,37.730806,-76.672338,487,209800,52083
VA,23083,https://www.zip-codes.com/zip-code/23083/zip-code-23083.asp,37.322632,-78.11340600000000,2251,167600,72260
VA,23084,https://www.zip-codes.com/zip-code/23084/zip-code-23084.asp,37.880251,-78.106509,1939,251000,82500
VA,23085,https://www.zip-codes.com/zip-code/23085/zip-code-23085.asp,37.726138,-76.831094,358,130800,0
VA,23086,https://www.zip-codes.com/zip-code/23086/zip-code-23086.asp,37.663268,-77.045424,3529,202900,65625
VA,23089,https://www.zip-codes.com/zip-code/23089/zip-code-23089.asp,37.463767,-76.89484,5465,281200,66852
VA,23091,https://www.zip-codes.com/zip-code/23091/zip-code-23091.asp,37.652141,-76.792408,345,217500,0
VA,23092,https://www.zip-codes.com/zip-code/23092/zip-code-23092.asp,37.588712,-76.510468,396,324200,46964
VA,23093,https://www.zip-codes.com/zip-code/23093/zip-code-23093.asp,37.987107,-78.05709400000000,14533,193600,59193
VA,23102,https://www.zip-codes.com/zip-code/23102/zip-code-23102.asp,37.718875,-77.828672,3041,290600,84725
VA,23103,https://www.zip-codes.com/zip-code/23103/zip-code-23103.asp,37.646326,-77.727202,6433,464500,109071
VA,23106,https://www.zip-codes.com/zip-code/23106/zip-code-23106.asp,37.725854,-77.208391,1196,180900,51250
VA,23108,https://www.zip-codes.com/zip-code/23108/zip-code-23108.asp,37.618838,-76.73016200000000,138,221100,106053
VA,23109,https://www.zip-codes.com/zip-code/23109/zip-code-23109.asp,37.43734,-76.33243400000000,1209,226300,64283
VA,23110,https://www.zip-codes.com/zip-code/23110/zip-code-23110.asp,37.562425,-76.778758,643,197500,56250
VA,23111,https://www.zip-codes.com/zip-code/23111/zip-code-23111.asp,37.613414,-77.257154,40626,238100,81481
VA,23112,https://www.zip-codes.com/zip-code/23112/zip-code-23112.asp,37.438113,-77.67246,56239,249700,95056
VA,23113,https://www.zip-codes.com/zip-code/23113/zip-code-23113.asp,37.545826,-77.670741,27459,437500,109940
VA,23114,https://www.zip-codes.com/zip-code/23114/zip-code-23114.asp,37.48645,-77.65928200000000,23467,300700,104987
VA,23116,https://www.zip-codes.com/zip-code/23116/zip-code-23116.asp,37.675456,-77.32502,34790,304900,105295
VA,23117,https://www.zip-codes.com/zip-code/23117/zip-code-23117.asp,37.965538,-77.883705,12318,273200,69368
VA,23119,https://www.zip-codes.com/zip-code/23119/zip-code-23119.asp,37.445036,-76.272334,211,0,84729
VA,23120,https://www.zip-codes.com/zip-code/23120/zip-code-23120.asp,37.413328,-77.781582,16322,384100,137179
VA,23123,https://www.zip-codes.com/zip-code/23123/zip-code-23123.asp,37.642328000000000,-78.295652,1699,113200,42544
VA,23124,https://www.zip-codes.com/zip-code/23124/zip-code-23124.asp,37.549208,-77.044627,5282,265000,81496
VA,23125,https://www.zip-codes.com/zip-code/23125/zip-code-23125.asp,37.347684,-76.280613,65,121500,108673
VA,23126,https://www.zip-codes.com/zip-code/23126/zip-code-23126.asp,37.918346,-77.143893,473,149400,63750
VA,23128,https://www.zip-codes.com/zip-code/23128/zip-code-23128.asp,37.462541000000000,-76.37652800000000,740,156200,85369
VA,23129,https://www.zip-codes.com/zip-code/23129/zip-code-23129.asp,37.700888,-77.785674,345,465100,167633
VA,23130,https://www.zip-codes.com/zip-code/23130/zip-code-23130.asp,37.39772,-76.277378,127,303500,0
VA,23138,https://www.zip-codes.com/zip-code/23138/zip-code-23138.asp,37.374955,-76.301351,882,0,0
VA,23139,https://www.zip-codes.com/zip-code/23139/zip-code-23139.asp,37.552907,-77.941096,28753,263600,82366
VA,23140,https://www.zip-codes.com/zip-code/23140/zip-code-23140.asp,37.432286,-77.02211,6315,225800,76518
VA,23141,https://www.zip-codes.com/zip-code/23141/zip-code-23141.asp,37.528366,-77.15531,7998,256600,77602
VA,23146,https://www.zip-codes.com/zip-code/23146/zip-code-23146.asp,37.723864,-77.712476,3138,341100,108281
VA,23148,https://www.zip-codes.com/zip-code/23148/zip-code-23148.asp,37.860860000000000,-77.05551900000000,1445,145900,44577
VA,23149,https://www.zip-codes.com/zip-code/23149/zip-code-23149.asp,37.57369,-76.59921900000000,2447,229000,56366
VA,23150,https://www.zip-codes.com/zip-code/23150/zip-code-23150.asp,37.503766,-77.263513,13117,166500,58565
VA,23153,https://www.zip-codes.com/zip-code/23153/zip-code-23153.asp,37.783412,-77.941505,1695,324500,93906
VA,23156,https://www.zip-codes.com/zip-code/23156/zip-code-23156.asp,37.538518,-76.713854,1386,140200,48553
VA,23161,https://www.zip-codes.com/zip-code/23161/zip-code-23161.asp,37.715555,-76.926087,136,144800,44712
VA,23163,https://www.zip-codes.com/zip-code/23163/zip-code-23163.asp,37.341074,-76.305051,183,0,0
VA,23168,https://www.zip-codes.com/zip-code/23168/zip-code-23168.asp,37.39155,-76.830929,8513,292100,78674
VA,23169,https://www.zip-codes.com/zip-code/23169/zip-code-23169.asp,37.592954,-76.45395400000000,1001,223000,35739
VA,23175,https://www.zip-codes.com/zip-code/23175/zip-code-23175.asp,37.64938400000000,-76.607456,1176,257900,49034
VA,23176,https://www.zip-codes.com/zip-code/23176/zip-code-23176.asp,37.56631,-76.429644,592,218100,46979
VA,23177,https://www.zip-codes.com/zip-code/23177/zip-code-23177.asp,37.745459000000000,-77.013302,586,193400,68452
VA,23180,https://www.zip-codes.com/zip-code/23180/zip-code-23180.asp,37.705282000000000,-76.611582,503,169100,66184
VA,23181,https://www.zip-codes.com/zip-code/23181/zip-code-23181.asp,37.58794,-76.891644,4641,215200,66023
VA,23185,https://www.zip-codes.com/zip-code/23185/zip-code-23185.asp,37.233951,-76.73647200000000,50057,338400,81743
VA,23188,https://www.zip-codes.com/zip-code/23188/zip-code-23188.asp,37.358168,-76.74186800000000,49100,323900,79505
VA,23192,https://www.zip-codes.com/zip-code/23192/zip-code-23192.asp,37.825944,-77.673348,7236,314100,92055
VA,23219,https://www.zip-codes.com/zip-code/23219/zip-code-23219.asp,37.540847,-77.439298,6001,233700,32912
VA,23220,https://www.zip-codes.com/zip-code/23220/zip-code-23220.asp,37.551325,-77.45875700000000,35342,274500,42110
VA,23221,https://www.zip-codes.com/zip-code/23221/zip-code-23221.asp,37.552095,-77.500073,14780,388300,74096
VA,23222,https://www.zip-codes.com/zip-code/23222/zip-code-23222.asp,37.581314,-77.41543,27763,137900,38649
VA,23223,https://www.zip-codes.com/zip-code/23223/zip-code-23223.asp,37.558198,-77.37696700000000,57615,155300,40507
VA,23224,https://www.zip-codes.com/zip-code/23224/zip-code-23224.asp,37.496402,-77.470836,43524,115300,36097
VA,23225,https://www.zip-codes.com/zip-code/23225/zip-code-23225.asp,37.51687800000000,-77.499402,42774,204500,48397
VA,23226,https://www.zip-codes.com/zip-code/23226/zip-code-23226.asp,37.584398,-77.518046,17091,349400,93188
VA,23227,https://www.zip-codes.com/zip-code/23227/zip-code-23227.asp,37.614952,-77.442099,24378,231000,50991
VA,23228,https://www.zip-codes.com/zip-code/23228/zip-code-23228.asp,37.624342,-77.496277,36151,172600,53290
VA,23229,https://www.zip-codes.com/zip-code/23229/zip-code-23229.asp,37.593879,-77.5748,34117,319300,79490
VA,23230,https://www.zip-codes.com/zip-code/23230/zip-code-23230.asp,37.586649,-77.489859,10556,192000,61069
VA,23231,https://www.zip-codes.com/zip-code/23231/zip-code-23231.asp,37.443572,-77.2995,39940,182200,57066
VA,23233,https://www.zip-codes.com/zip-code/23233/zip-code-23233.asp,37.651178,-77.61969,33321,344700,102779
VA,23234,https://www.zip-codes.com/zip-code/23234/zip-code-23234.asp,37.458422,-77.469799,47735,162000,47770
VA,23235,https://www.zip-codes.com/zip-code/23235/zip-code-23235.asp,37.502614,-77.569416,33651,225700,77249
VA,23236,https://www.zip-codes.com/zip-code/23236/zip-code-23236.asp,37.467781,-77.58848,28379,214800,77297
VA,23237,https://www.zip-codes.com/zip-code/23237/zip-code-23237.asp,37.399706,-77.475197,24626,166000,57262
VA,23238,https://www.zip-codes.com/zip-code/23238/zip-code-23238.asp,37.607168,-77.63659800000000,27094,292700,77399
VA,23294,https://www.zip-codes.com/zip-code/23294/zip-code-23294.asp,37.628006,-77.543697,18789,209200,56527
VA,23301,https://www.zip-codes.com/zip-code/23301/zip-code-23301.asp,37.67035,-75.65700800000000,1077,180800,39330
VA,23302,https://www.zip-codes.com/zip-code/23302/zip-code-23302.asp,37.856054,-75.528235,20,0,0
VA,23303,https://www.zip-codes.com/zip-code/23303/zip-code-23303.asp,37.902488,-75.5175,439,130600,65637
VA,23306,https://www.zip-codes.com/zip-code/23306/zip-code-23306.asp,37.584548,-75.870862,531,193800,69125
VA,23307,https://www.zip-codes.com/zip-code/23307/zip-code-23307.asp,37.417632,-75.794253,308,0,41094
VA,23308,https://www.zip-codes.com/zip-code/23308/zip-code-23308.asp,37.814201,-75.59875700000000,1276,86700,38565
VA,23310,https://www.zip-codes.com/zip-code/23310/zip-code-23310.asp,37.215856,-75.902652,5039,192500,41611
VA,23314,https://www.zip-codes.com/zip-code/23314/zip-code-23314.asp,36.965132,-76.518011,9796,300400,78644
VA,23315,https://www.zip-codes.com/zip-code/23315/zip-code-23315.asp,36.731612,-76.838924,1524,224700,62500
VA,23320,https://www.zip-codes.com/zip-code/23320/zip-code-23320.asp,36.764063,-76.19940800000000,63197,249700,73321
VA,23321,https://www.zip-codes.com/zip-code/23321/zip-code-23321.asp,36.806946,-76.414346,39256,254200,75177
VA,23322,https://www.zip-codes.com/zip-code/23322/zip-code-23322.asp,36.643075,-76.278472,66731,341200,101165
VA,23323,https://www.zip-codes.com/zip-code/23323/zip-code-23323.asp,36.702894,-76.37291,44181,251400,79270
VA,23324,https://www.zip-codes.com/zip-code/23324/zip-code-23324.asp,36.80152,-76.276521,25074,168400,42027
VA,23325,https://www.zip-codes.com/zip-code/23325/zip-code-23325.asp,36.813695,-76.238736,18611,214100,63092
VA,23336,https://www.zip-codes.com/zip-code/23336/zip-code-23336.asp,37.942039,-75.326264,4567,235100,48639
VA,23337,https://www.zip-codes.com/zip-code/23337/zip-code-23337.asp,37.868382,-75.453698,468,220800,40313
VA,23350,https://www.zip-codes.com/zip-code/23350/zip-code-23350.asp,37.512861,-75.876586,1743,126600,39255
VA,23354,https://www.zip-codes.com/zip-code/23354/zip-code-23354.asp,37.474832,-75.898066,219,396600,0
VA,23356,https://www.zip-codes.com/zip-code/23356/zip-code-23356.asp,38.00016,-75.41001800000000,2113,183600,64583
VA,23357,https://www.zip-codes.com/zip-code/23357/zip-code-23357.asp,37.762843,-75.680758,571,212000,45547
VA,23358,https://www.zip-codes.com/zip-code/23358/zip-code-23358.asp,37.645422,-75.863487,88,0,56607
VA,23359,https://www.zip-codes.com/zip-code/23359/zip-code-23359.asp,37.87965,-75.589496,459,144500,39386
VA,23395,https://www.zip-codes.com/zip-code/23395/zip-code-23395.asp,37.974335,-75.471174,49,139300,36134
VA,23404,https://www.zip-codes.com/zip-code/23404/zip-code-23404.asp,37.636339,-75.674492,5,0,0
VA,23405,https://www.zip-codes.com/zip-code/23405/zip-code-23405.asp,37.424192,-75.913558,861,229100,63533
VA,23409,https://www.zip-codes.com/zip-code/23409/zip-code-23409.asp,37.876792,-75.645569,114,0,0
VA,23410,https://www.zip-codes.com/zip-code/23410/zip-code-23410.asp,37.621788,-75.758337,1241,146400,54018
VA,23415,https://www.zip-codes.com/zip-code/23415/zip-code-23415.asp,37.956751,-75.530908,1645,75500,28828
VA,23416,https://www.zip-codes.com/zip-code/23416/zip-code-23416.asp,37.949706,-75.59115,319,0,0
VA,23417,https://www.zip-codes.com/zip-code/23417/zip-code-23417.asp,37.734116,-75.777336,3751,255900,50170
VA,23418,https://www.zip-codes.com/zip-code/23418/zip-code-23418.asp,37.669713,-75.68744700000000,284,203000,54313
VA,23420,https://www.zip-codes.com/zip-code/23420/zip-code-23420.asp,37.570836,-75.74331,1588,121000,41310
VA,23421,https://www.zip-codes.com/zip-code/23421/zip-code-23421.asp,37.785877,-75.627646,2084,137000,36490
VA,23426,https://www.zip-codes.com/zip-code/23426/zip-code-23426.asp,37.921344,-75.687439,156,208800,0
VA,23430,https://www.zip-codes.com/zip-code/23430/zip-code-23430.asp,37.01214,-76.664417,19331,275200,74930
VA,23432,https://www.zip-codes.com/zip-code/23432/zip-code-23432.asp,36.876868,-76.558878,1185,314500,78958
VA,23433,https://www.zip-codes.com/zip-code/23433/zip-code-23433.asp,36.914062,-76.47152,1314,339500,82383
VA,23434,https://www.zip-codes.com/zip-code/23434/zip-code-23434.asp,36.704066,-76.617011,53955,217000,60589
VA,23435,https://www.zip-codes.com/zip-code/23435/zip-code-23435.asp,36.84702,-76.478912,35312,283300,87545
VA,23436,https://www.zip-codes.com/zip-code/23436/zip-code-23436.asp,36.89514000000000,-76.517356,1045,283000,103594
VA,23437,https://www.zip-codes.com/zip-code/23437/zip-code-23437.asp,36.640325,-76.801337,4799,208400,65962
VA,23438,https://www.zip-codes.com/zip-code/23438/zip-code-23438.asp,36.59305,-76.72456700000000,2007,250000,65395
VA,23442,https://www.zip-codes.com/zip-code/23442/zip-code-23442.asp,37.889853,-75.561814,902,86200,40797
VA,23451,https://www.zip-codes.com/zip-code/23451/zip-code-23451.asp,36.857214,-76.02818,49304,427100,71119
VA,23452,https://www.zip-codes.com/zip-code/23452/zip-code-23452.asp,36.849396,-76.095534,60944,245200,69203
VA,23453,https://www.zip-codes.com/zip-code/23453/zip-code-23453.asp,36.782218,-76.077854,38897,235100,67133
VA,23454,https://www.zip-codes.com/zip-code/23454/zip-code-23454.asp,36.826122,-76.02614800000000,61813,295600,76080
VA,23455,https://www.zip-codes.com/zip-code/23455/zip-code-23455.asp,36.919017,-76.14335200000000,51603,298000,74100
VA,23456,https://www.zip-codes.com/zip-code/23456/zip-code-23456.asp,36.67483,-76.01146900000000,63180,338900,104280
VA,23457,https://www.zip-codes.com/zip-code/23457/zip-code-23457.asp,36.622813,-76.021397,4663,376600,82471
VA,23462,https://www.zip-codes.com/zip-code/23462/zip-code-23462.asp,36.835688,-76.14661,70565,210100,64491
VA,23464,https://www.zip-codes.com/zip-code/23464/zip-code-23464.asp,36.798671,-76.178112,79479,259700,78175
VA,23487,https://www.zip-codes.com/zip-code/23487/zip-code-23487.asp,36.86275300000000,-76.714326,6547,181600,61683
VA,23488,https://www.zip-codes.com/zip-code/23488/zip-code-23488.asp,37.950177000000000,-75.606014,17,217000,44019
VA,23502,https://www.zip-codes.com/zip-code/23502/zip-code-23502.asp,36.856749,-76.212514,21877,191900,54322
VA,23503,https://www.zip-codes.com/zip-code/23503/zip-code-23503.asp,36.948056,-76.25698300000000,32163,193200,52907
VA,23504,https://www.zip-codes.com/zip-code/23504/zip-code-23504.asp,36.862764,-76.26135500000000,22454,176000,30122
VA,23505,https://www.zip-codes.com/zip-code/23505/zip-code-23505.asp,36.91072,-76.29874000000000,28595,230900,46602
VA,23507,https://www.zip-codes.com/zip-code/23507/zip-code-23507.asp,36.865551,-76.302195,6329,409300,71884
VA,23508,https://www.zip-codes.com/zip-code/23508/zip-code-23508.asp,36.882451,-76.308338,18986,312000,55661
VA,23509,https://www.zip-codes.com/zip-code/23509/zip-code-23509.asp,36.882082,-76.263058,13968,188000,49711
VA,23510,https://www.zip-codes.com/zip-code/23510/zip-code-23510.asp,36.8522,-76.294156,8974,310500,56972
VA,23511,https://www.zip-codes.com/zip-code/23511/zip-code-23511.asp,36.940419,-76.30013000000000,1193,0,46883
VA,23513,https://www.zip-codes.com/zip-code/23513/zip-code-23513.asp,36.889734000000000,-76.235176,31883,154500,46324
VA,23517,https://www.zip-codes.com/zip-code/23517/zip-code-23517.asp,36.869373,-76.293816,5727,254400,51583
VA,23518,https://www.zip-codes.com/zip-code/23518/zip-code-23518.asp,36.909298,-76.21504300000000,31614,214000,54614
VA,23523,https://www.zip-codes.com/zip-code/23523/zip-code-23523.asp,36.832048,-76.269869,8482,174400,27010
VA,23601,https://www.zip-codes.com/zip-code/23601/zip-code-23601.asp,37.04677,-76.48530600000000,27135,196400,56803
VA,23602,https://www.zip-codes.com/zip-code/23602/zip-code-23602.asp,37.114094,-76.51442800000000,45200,213200,62640
VA,23603,https://www.zip-codes.com/zip-code/23603/zip-code-23603.asp,37.19214,-76.567594,3811,170100,48018
VA,23604,https://www.zip-codes.com/zip-code/23604/zip-code-23604.asp,37.120502,-76.59496900000000,3373,0,52872
VA,23605,https://www.zip-codes.com/zip-code/23605/zip-code-23605.asp,37.021345,-76.438377,15000,143000,42810
VA,23606,https://www.zip-codes.com/zip-code/23606/zip-code-23606.asp,37.065054,-76.528166,29957,244300,56390
VA,23607,https://www.zip-codes.com/zip-code/23607/zip-code-23607.asp,36.975898,-76.439879,24487,119800,32069
